id,brand,model,production_years,blind_spot_monitoring,rear_cross_traffic_alert,adaptive_cruise_control,lane_centering,camera_360,parking_assist,adaptive_matrix_headlights,head_up_display
79d1b612-238b-48a6-a81d-123ed3ed9059,Tesla,Model S,2012 - Present,O,N,S,S,N,O,N,N
cd852809-12dc-4b8c-ba5f-4ac62681ec94,Tesla,Model Y,2020 - Present,O,N,S,S,N,O,N,N
938aea09-f63f-417e-aad0-c9fda9d9f7d2,Toyota,Aygo (AB40),2014 - 2022,N,N,N,N,N,N,N,N
095737c3-8a42-4600-9863-3e063473f0e6,Toyota,bZ4X,2022 - Present,O,O,S,S,O,O,N,O
42e411ac-d336-450f-b510-e4d4d2704539,Toyota,C-HR (AX10/AX50),2016 - 2024,O,O,S,S,O,O,N,O
49369eca-5de2-45be-9840-b245134358ac,Toyota,Camry (XV70),2019 - Present,O,O,S,S,O,O,N,O
2768ffb5-615b-40c1-ab60-e65240d9c67c,Toyota,Corolla (E210),2019 - Present,O,O,S,S,N,O,N,O
be71b41e-7538-4731-945f-6680620b1743,Toyota,Corolla Cross,2023 - Present,O,O,S,S,O,O,N,O
3ac12d33-dd18-4f7e-8847-e4926972d72e,Toyota,GR Supra (A90),2019 - Present,O,O,O,N,N,O,O,N
5eaeb9cc-0898-42f6-b02a-1dcf624deefa,Toyota,GR86,2022 - Present,N,N,O,O,N,N,N,N
d7a6b980-140d-4501-8746-0b6b56ec7cc5,Toyota,Hilux (AN120/AN130),2015 - Present,O,O,O,N,O,O,N,N
ee801e02-159b-4dbd-80ce-1faeea6b4b01,Toyota,Land Cruiser (J150 Prado),2009 - 2024,O,O,O,O,O,O,N,N
bcdc52ef-8262-42d3-98f3-5842d81a06f8,Toyota,RAV4 (XA50),2019 - Present,O,O,S,S,O,O,N,O
9a74e2ef-f78f-4a59-9b2f-30baacbd04ff,Toyota,Yaris (XP210),2020 - Present,O,O,S,S,N,O,N,O
772fe0e6-2b89-4988-9bb5-b65efbac5f92,Toyota,Yaris Cross (XP210),2021 - Present,O,O,S,S,O,O,N,O
fd03ebcb-a89e-4730-b829-9350e9e5fef4,Volkswagen,Amarok (2H),2010 - 2022,N,N,O,N,N,O,N,N
79eb9407-eb2e-44f1-acde-19fd9d895873,Volkswagen,Arteon,2017 - Present,O,O,O,O,O,O,O,N
96e0b256-5a79-4292-82ad-38e1ebda5402,Volkswagen,Caddy (2K/SA),2015 - Present,O,N,O,O,O,O,O,N
17e8b5c0-ea7e-495c-bb88-55fe900a7d1a,Volkswagen,Golf R (Mk7/Mk8),2014 - Present,O,O,O,O,N,O,O,O
e251524c-d197-4f9a-ae1e-634208428e9c,Volkswagen,Golf VIII (CD),2020 - Present,O,O,O,O,N,O,O,O
35c12d09-5422-43be-a74b-e70f57d1441f,Volkswagen,ID. Buzz,2022 - Present,O,O,O,O,O,O,O,O
d273e37e-dbf1-4ade-9e50-9abeaf6563ff,Volkswagen,ID.3,2020 - Present,O,O,O,O,O,O,O,O
db77d5c3-b3b7-4830-9029-96a8f3095a23,Volkswagen,ID.4,2021 - Present,O,O,O,O,O,O,O,O
1857bd56-14a7-40c5-ab77-5190a613b69a,Volkswagen,ID.5,2022 - Present,O,O,O,O,O,O,O,O
6e140eee-196b-4992-a4ca-0e662d935bd0,Volkswagen,ID.7,2023 - Present,O,O,O,O,O,O,O,O
f15560b9-712d-44b0-bbe4-135b07654afb,Volkswagen,Multivan / Transporter T6,2015 - Present,O,N,O,O,O,O,O,N
d71b900d-1fbc-4389-bcc4-ca9dafcdcdc1,Volkswagen,Passat B8 (3G),2015 - 2024,O,O,O,O,O,O,O,O
9d88a77a-02ab-4897-aba0-545e0a1b8e57,Volkswagen,Passat B9 Variant,2024 - Present,O,O,O,O,O,O,O,O
4c80f9c9-72dd-4a85-a3cc-6429ab262f02,Volkswagen,Polo VI (AW),2017 - Present,O,O,O,O,N,O,N,N
b7254ead-fe55-401c-bbeb-31373536778c,Volkswagen,Sharan (7N),2010 - 2022,O,N,O,N,N,O,N,N
6abeb507-14c3-4e15-b8de-13f01c13e784,Volkswagen,T-Cross,2019 - Present,O,O,O,O,N,O,N,N
1a1a98a4-a1d0-4abb-96a3-637da370a569,Volkswagen,T-Roc (A11),2017 - Present,O,O,O,O,N,O,O,N
b32e01a6-59e0-42a1-b727-c0eac4425050,Volkswagen,Taigo,2022 - Present,O,O,O,O,N,O,O,N
c27c21e3-bb81-4874-a250-0293821c8327,Volkswagen,Tiguan Allspace (AD),2017 - Present,O,O,O,O,O,O,O,O
4fe566d0-ac06-4158-b1b0-8c896b6c322c,Volkswagen,Tiguan II (AD),2016 - Present,O,O,O,O,O,O,O,O
7fab62f9-a9d3-4ef5-99ff-8b1335085dbc,Volkswagen,Touareg (CR),2018 - Present,O,O,O,O,O,O,O,O
4ce51b44-d2b9-4a8f-9b81-cea40a861756,Volkswagen,Touran II (5T),2015 - Present,O,N,O,O,N,O,N,N
09fb75f4-0b3b-4744-bfcf-ec9af8f451f1,Volkswagen,up!,2012 - 2023,N,N,N,N,N,N,N,N
a00cbe28-cc47-4d8b-9724-4ab633611a9d,Volvo,C40 Recharge,2021 - Present,O,O,S,S,O,O,O,O
ce28352b-1f97-46e3-97ce-96e0ecf0b6ca,Volvo,EX30,2024 - Present,O,O,S,S,O,O,N,N
e6a2da3b-439b-4cf3-acbf-c9df945e2898,Volvo,V60 (SPA),2018 - Present,O,O,S,S,O,O,O,O
81d004d7-777a-4041-b6b6-8072319687e8,Volvo,XC40,2017 - Present,O,O,S,S,O,O,O,O
67943333-d7d9-4809-a7a2-7fcc5f37ec48,Volvo,XC60 (SPA),2017 - Present,O,O,S,S,O,O,O,O
1d7e0c62-cbe0-47f6-a930-351f4d32772a,Volvo,XC90 (SPA),2015 - Present,O,O,S,S,O,O,O,O
