vehicle_id,brand,model,production_years,transmission_variant,awd_engine_labels,proposed_code,confidence,reason
94ca8406-b68b-4ebc-b15a-e2808d7bd835,Hyundai,Santa Fe (TM),2018 - Present,Aisin 6AT (Hybrid),,htrac,medium,"Literally listed under htrac. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
94ca8406-b68b-4ebc-b15a-e2808d7bd835,Hyundai,Santa Fe (TM),2018 - Present,Hyundai 8AT,,htrac,medium,"Literally listed under htrac. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
0c13cab4-a172-44db-be9b-ac305a681bff,Hyundai,Tucson III (TL),2015 - 2020,6-speed Manual,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
0c13cab4-a172-44db-be9b-ac305a681bff,Hyundai,Tucson III (TL),2015 - 2020,7-speed DCT (7DCT),,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
0c13cab4-a172-44db-be9b-ac305a681bff,Hyundai,Tucson III (TL),2015 - 2020,Aisin 6AT,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
fe11cdff-832e-47af-98d4-ad75634f6a3c,Hyundai,Tucson IV (NX4),2021 - Present,7-speed DCT,,htrac,medium,"Literally listed under htrac. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
fe11cdff-832e-47af-98d4-ad75634f6a3c,Hyundai,Tucson IV (NX4),2021 - Present,Aisin 6AT (Hybrid),,htrac,medium,"Literally listed under htrac. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
619831f3-6a22-4613-8f1c-be664a86e8ff,Jaguar,E-Pace,2018 - 2024,ZF 9HP,,jlr_active_driveline,medium,"Listed under jlr_active_driveline but qualified ""(Active Driveline trims)"" — DB has no trim distinction, can't confirm every AWD E-Pace here actually has this system vs a simpler standard AWD."
da03b9e9-b88a-4fd9-b1a5-d82f5239e431,Jaguar,F-Type,2013 - 2024,6-speed Manual (V6 only),,jlr_idd_long,medium,"Literally listed under jlr_idd_long. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
da03b9e9-b88a-4fd9-b1a5-d82f5239e431,Jaguar,F-Type,2013 - 2024,ZF 8HP,,jlr_idd_long,medium,"Literally listed under jlr_idd_long. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
8a2c587d-d86a-49bc-a5a1-75e5499745c3,Jaguar,XF (X260),2015 - 2024,ZF 8HP,,jlr_idd_long,medium,"Literally listed under jlr_idd_long. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
64574149-a43f-4f93-ae8b-7fb69a10bf54,Jeep,Renegade,2014 - Present,6-speed Manual,4x4,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
64574149-a43f-4f93-ae8b-7fb69a10bf54,Jeep,Renegade,2014 - Present,DDCT 6-speed dry,4x4,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
64574149-a43f-4f93-ae8b-7fb69a10bf54,Jeep,Renegade,2014 - Present,ZF 9HP,4x4,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
8f53b097-ccb0-4b83-beec-39d0f3161d05,Kia,EV6,2021 - Present,Single-speed AWD dual motor,,dual_motor_ev,medium,"Literally listed under dual_motor_ev. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
8f53b097-ccb0-4b83-beec-39d0f3161d05,Kia,EV6,2021 - Present,Single-speed RWD,,dual_motor_ev,medium,"Literally listed under dual_motor_ev. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
72d2e5bf-7668-4ac8-8555-98f4edb1c8a0,Kia,Sportage III (SL),2010 - 2015,6-speed Manual,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
72d2e5bf-7668-4ac8-8555-98f4edb1c8a0,Kia,Sportage III (SL),2010 - 2015,Aisin 6AT,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
5943e626-12dc-45fa-8041-0118517d553c,Kia,Sportage IV (QL),2016 - 2021,6-speed Manual,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
5943e626-12dc-45fa-8041-0118517d553c,Kia,Sportage IV (QL),2016 - 2021,7-speed DCT,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
5943e626-12dc-45fa-8041-0118517d553c,Kia,Sportage IV (QL),2016 - 2021,Aisin 6AT,,hk_dynamax,medium,"Literally listed under hk_dynamax. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
8e517f73-0f97-41cb-9bd6-b9b638418640,Kia,Sportage V (NQ5),2022 - Present,7-speed DCT,,htrac,medium,"Literally listed under htrac. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
8e517f73-0f97-41cb-9bd6-b9b638418640,Kia,Sportage V (NQ5),2022 - Present,Aisin 6AT (Hybrid),,htrac,medium,"Literally listed under htrac. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
b719e5f5-3dfc-4399-944b-aa85be559761,Land Rover,Discovery Sport (L550),2015 - Present,ZF 9HP,,jlr_active_driveline,medium,"Listed under jlr_active_driveline but qualified ""[Selected trims]"" jointly with Evoque — DB has no trim distinction."
b57c32e0-e684-4add-a473-e686e91a3574,Land Rover,Range Rover Evoque (L551),2019 - Present,ZF 9HP,,jlr_active_driveline,medium,"Listed under jlr_active_driveline but qualified ""[Selected trims]"" jointly with Discovery Sport — DB has no trim distinction."
24e2c659-12c0-401d-9b78-5012ccaa7807,Mazda,CX-30,2019 - Present,6-speed Manual,,mazda_iactiv,medium,"Literally listed under mazda_iactiv. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
24e2c659-12c0-401d-9b78-5012ccaa7807,Mazda,CX-30,2019 - Present,Skyactiv-Drive 6AT,,mazda_iactiv,medium,"Literally listed under mazda_iactiv. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
946e0ecc-d3a7-4553-ad8e-403df49dd11d,Mazda,CX-5 (KF),2017 - Present,6-speed Manual,,mazda_iactiv,medium,"Literally listed under mazda_iactiv. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
946e0ecc-d3a7-4553-ad8e-403df49dd11d,Mazda,CX-5 (KF),2017 - Present,Skyactiv-Drive 6AT,,mazda_iactiv,medium,"Literally listed under mazda_iactiv. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
4dc2073f-f57f-4b80-ba45-5e218bfcc658,Mercedes-Benz,A-Class (W176),2012 - 2018,7G-DCT,4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ba912d29-ffa2-4230-9a60-898736bb131c,Mercedes-Benz,A-Class (W177),2018 - Present,7G-DCT,"4matic, 4matic+",4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ba912d29-ffa2-4230-9a60-898736bb131c,Mercedes-Benz,A-Class (W177),2018 - Present,8-speed DCT (AMG),"4matic, 4matic+",4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
83988cd4-dcd4-4d03-a250-a4f54b6ebc7d,Mercedes-Benz,C-Class (W205),2014 - 2021,6-speed Manual,4matic,4matic_long,medium,"Literally listed under 4matic_long. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
83988cd4-dcd4-4d03-a250-a4f54b6ebc7d,Mercedes-Benz,C-Class (W205),2014 - 2021,9G-TRONIC,4matic,4matic_long,medium,"Literally listed under 4matic_long. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
f7d113a6-d6a8-44a0-ac87-499c5b68a6b5,Mercedes-Benz,CLA (C117),2013 - 2019,7G-DCT,4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
da33d30f-254b-419b-9e74-f2aa232de2ac,Mercedes-Benz,CLA (C118),2019 - Present,7G-DCT,"4matic, 4matic+",4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
da33d30f-254b-419b-9e74-f2aa232de2ac,Mercedes-Benz,CLA (C118),2019 - Present,8-speed DCT (AMG),"4matic, 4matic+",4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ef406819-6dc5-46b7-9317-053dd4561f92,Mercedes-Benz,E-Class (W213),2016 - 2024,9G-TRONIC,4matic,4matic_long,medium,"Literally listed under 4matic_long. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
75ad7464-eb4c-466b-9bdd-30e511ed0dbe,Mercedes-Benz,GLA (H247),2020 - Present,7G-DCT,4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
75ad7464-eb4c-466b-9bdd-30e511ed0dbe,Mercedes-Benz,GLA (H247),2020 - Present,8-speed DCT (AMG),4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
615716bf-cf86-438d-8491-e137bb5509fd,Mercedes-Benz,GLA (X156),2013 - 2020,7G-DCT,4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ea419e31-b914-41a6-9f1c-b0cf765426e6,Mercedes-Benz,GLB (X247),2019 - Present,7G-DCT,4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ea419e31-b914-41a6-9f1c-b0cf765426e6,Mercedes-Benz,GLB (X247),2019 - Present,8-speed DCT (AMG),4matic,4matic_trans,medium,"Literally listed under 4matic_trans. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
addea6ef-8705-4cf5-b547-fd81194ccc9e,MG,MG4,2022 - Present,Single-speed EV,,dual_motor_ev,medium,"Literally listed under dual_motor_ev (""MG4 XPower""); note the doc flags standard MG4 as RWD-only, so this proposal covers the AWD XPower variant specifically. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
2f3cbf3e-e711-40c6-9f6a-00b1648779c0,MINI,Clubman (F54),2015 - 2024,6-speed Manual,all4,xdrive_trans,medium,"Literally listed under xdrive_trans (""MINI Clubman (F54 ALL4)""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
2f3cbf3e-e711-40c6-9f6a-00b1648779c0,MINI,Clubman (F54),2015 - 2024,Aisin 8AT / ZF 8HP,all4,xdrive_trans,medium,"Literally listed under xdrive_trans (""MINI Clubman (F54 ALL4)""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
56a84e15-7856-421e-83b5-40b616da3797,MINI,Countryman (F60),2017 - 2023,6-speed Manual,all4,xdrive_trans,medium,"Literally listed under xdrive_trans (""MINI Countryman (F60 ALL4)""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
56a84e15-7856-421e-83b5-40b616da3797,MINI,Countryman (F60),2017 - 2023,Aisin 8AT / ZF 8HP,all4,xdrive_trans,medium,"Literally listed under xdrive_trans (""MINI Countryman (F60 ALL4)""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ef61f4e8-0516-4fae-a009-afde3bdcf566,Mitsubishi,ASX,2010 - Present,5-speed Manual,,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
ef61f4e8-0516-4fae-a009-afde3bdcf566,Mitsubishi,ASX,2010 - Present,Jatco CVT,,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
6a07ceac-2f9d-4988-a0df-8f0da59917e1,Mitsubishi,Eclipse Cross,2018 - Present,Jatco CVT / EV-CVT,,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
51d1ca18-f121-4dd8-ad4a-547987dcafab,RAM,1500 (DT),2019 - Present,ZF 8HP75 (8-speed),,selectable_4wd,medium,"Listed under selectable_4wd but qualified ""(Part-Time trims)"" — other RAM 1500 trims may have full-time 4WD instead; DB has no trim distinction."
a811cda1-5d4a-45c8-a5b6-c37a7b6eebf7,Renault,Kadjar (HFE),2015 - 2022,6-speed Manual,4x4,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
a811cda1-5d4a-45c8-a5b6-c37a7b6eebf7,Renault,Kadjar (HFE),2015 - 2022,CVT (X-Tronic),4x4,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
a811cda1-5d4a-45c8-a5b6-c37a7b6eebf7,Renault,Kadjar (HFE),2015 - 2022,EDC 7-speed DCT,4x4,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
09ea0a9b-4849-4152-a49b-ec128a9d203d,Škoda,Enyaq iV,2021 - Present,Single-speed AWD dual motor,,dual_motor_ev,medium,"Not directly listed, but MEB-platform twin of VW ID.4 GTX/4MOTION and Audi Q4 e-tron quattro — both explicitly listed under dual_motor_ev in the same doc; shared EV platform/hardware. [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
09ea0a9b-4849-4152-a49b-ec128a9d203d,Škoda,Enyaq iV,2021 - Present,Single-speed RWD,,dual_motor_ev,medium,"Not directly listed, but MEB-platform twin of VW ID.4 GTX/4MOTION and Audi Q4 e-tron quattro — both explicitly listed under dual_motor_ev in the same doc; shared EV platform/hardware. [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
29f8344c-e5eb-4f66-9bec-52d61cc3451c,Škoda,Superb II (3T),2008 - 2015,6-speed MQ250/MQ350,,haldex_gen4,medium,"Listed under haldex_gen4 but bounded ""up to ~2013/2014""; DB production span is 2008-2015, extending slightly past that window — single code applied across the whole span as best fit. [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
29f8344c-e5eb-4f66-9bec-52d61cc3451c,Škoda,Superb II (3T),2008 - 2015,DSG 6 (DQ250),,haldex_gen4,medium,"Listed under haldex_gen4 but bounded ""up to ~2013/2014""; DB production span is 2008-2015, extending slightly past that window — single code applied across the whole span as best fit. [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
35d21080-d86a-4b16-b986-add78ff243f9,Škoda,Superb III (3V),2015 - 2024,6-speed MQ350,,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
35d21080-d86a-4b16-b986-add78ff243f9,Škoda,Superb III (3V),2015 - 2024,DSG 6 (DQ250),,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
35d21080-d86a-4b16-b986-add78ff243f9,Škoda,Superb III (3V),2015 - 2024,DSG 6 (DQ400e),,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
a0e04781-8edb-4f1d-a70e-7e48e360253d,Suzuki,Vitara (LY),2015 - Present,5-speed Manual,allgrip,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
a0e04781-8edb-4f1d-a70e-7e48e360253d,Suzuki,Vitara (LY),2015 - Present,6-speed Manual,allgrip,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
a0e04781-8edb-4f1d-a70e-7e48e360253d,Suzuki,Vitara (LY),2015 - Present,Aisin 6AT,allgrip,econo_coupling,medium,"Literally listed under econo_coupling. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
b34765b9-2de7-4a8c-86b5-c85e8c182d81,Tesla,Model 3,2017 - Present,Single-speed EV,,dual_motor_ev,medium,"Literally listed under dual_motor_ev. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
cd852809-12dc-4b8c-ba5f-4ac62681ec94,Tesla,Model Y,2020 - Present,Single-speed EV,,dual_motor_ev,medium,"Literally listed under dual_motor_ev. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
be71b41e-7538-4731-945f-6680620b1743,Toyota,Corolla Cross,2023 - Present,eCVT (Hybrid),awd-i,e_axle_hybrid,medium,"Not the literal listed model (RAV4/NX), but shares the identical AWD-i badge/tech naming — same Toyota hybrid e-axle system across the model range."
bcdc52ef-8262-42d3-98f3-5842d81a06f8,Toyota,RAV4 (XA50),2019 - Present,Direct Shift CVT,awd-i,e_axle_hybrid,medium,"Literally listed under e_axle_hybrid, AWD-i badge confirmed. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
bcdc52ef-8262-42d3-98f3-5842d81a06f8,Toyota,RAV4 (XA50),2019 - Present,eCVT (Hybrid AWD-i),awd-i,e_axle_hybrid,medium,"Literally listed under e_axle_hybrid, AWD-i badge confirmed. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
17e8b5c0-ea7e-495c-bb88-55fe900a7d1a,Volkswagen,Golf R (Mk7/Mk8),2014 - Present,6-speed Manual (Mk7 only),4motion,haldex_gen5,medium,"""VW Golf VII 4Motion"" is listed under haldex_gen5; this DB row combines Mk7+Mk8, and Mk8 continues the same platform without a documented AWD-system change."
17e8b5c0-ea7e-495c-bb88-55fe900a7d1a,Volkswagen,Golf R (Mk7/Mk8),2014 - Present,DSG DQ381 (7-speed wet),4motion,haldex_gen5,medium,"""VW Golf VII 4Motion"" is listed under haldex_gen5; this DB row combines Mk7+Mk8, and Mk8 continues the same platform without a documented AWD-system change."
e251524c-d197-4f9a-ae1e-634208428e9c,Volkswagen,Golf VIII (CD),2020 - Present,6-speed MQ250,,haldex_gen5,medium,"Not itself listed, but same MQB Evo platform as Golf VII 4Motion (haldex_gen5-listed) — only its R variant is AWD (mixed-engine, see caveat). [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
e251524c-d197-4f9a-ae1e-634208428e9c,Volkswagen,Golf VIII (CD),2020 - Present,DSG 7 (DQ381),,haldex_gen5,medium,"Not itself listed, but same MQB Evo platform as Golf VII 4Motion (haldex_gen5-listed) — only its R variant is AWD (mixed-engine, see caveat). [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
db77d5c3-b3b7-4830-9029-96a8f3095a23,Volkswagen,ID.4,2021 - Present,Single-speed AWD dual motor,,dual_motor_ev,medium,"Literally listed under dual_motor_ev (""VW ID.4 GTX/4MOTION""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
db77d5c3-b3b7-4830-9029-96a8f3095a23,Volkswagen,ID.4,2021 - Present,Single-speed RWD,,dual_motor_ev,medium,"Literally listed under dual_motor_ev (""VW ID.4 GTX/4MOTION""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
d71b900d-1fbc-4389-bcc4-ca9dafcdcdc1,Volkswagen,Passat B8 (3G),2015 - 2024,6-speed MQ350,,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
d71b900d-1fbc-4389-bcc4-ca9dafcdcdc1,Volkswagen,Passat B8 (3G),2015 - 2024,DSG 6 (DQ250),,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
d71b900d-1fbc-4389-bcc4-ca9dafcdcdc1,Volkswagen,Passat B8 (3G),2015 - 2024,DSG 7 (DQ381),,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
c27c21e3-bb81-4874-a250-0293821c8327,Volkswagen,Tiguan Allspace (AD),2017 - Present,6-speed Manual,4motion,haldex_gen5,medium,"Literally listed under haldex_gen5 (""VW Tiguan II (AD1)"") — Allspace is the long-wheelbase variant of the same AD platform. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
c27c21e3-bb81-4874-a250-0293821c8327,Volkswagen,Tiguan Allspace (AD),2017 - Present,DSG DQ200 (7-speed dry),4motion,haldex_gen5,medium,"Literally listed under haldex_gen5 (""VW Tiguan II (AD1)"") — Allspace is the long-wheelbase variant of the same AD platform. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
c27c21e3-bb81-4874-a250-0293821c8327,Volkswagen,Tiguan Allspace (AD),2017 - Present,DSG DQ381 (7-speed wet),4motion,haldex_gen5,medium,"Literally listed under haldex_gen5 (""VW Tiguan II (AD1)"") — Allspace is the long-wheelbase variant of the same AD platform. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
b4942e1d-3acb-485a-8c32-c6ffe4a8940e,Volkswagen,Tiguan I (5N),2007 - 2016,6-speed MQ350,4motion,haldex_gen4,medium,"Listed under haldex_gen4 (""~2008-2014""); DB span 2007-2016 extends 2 years past that window."
b4942e1d-3acb-485a-8c32-c6ffe4a8940e,Volkswagen,Tiguan I (5N),2007 - 2016,DSG 6 (DQ250),4motion,haldex_gen4,medium,"Listed under haldex_gen4 (""~2008-2014""); DB span 2007-2016 extends 2 years past that window."
4fe566d0-ac06-4158-b1b0-8c896b6c322c,Volkswagen,Tiguan II (AD),2016 - Present,6-speed MQ350,4motion,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
4fe566d0-ac06-4158-b1b0-8c896b6c322c,Volkswagen,Tiguan II (AD),2016 - Present,DSG 7 (DQ381),4motion,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
4fe566d0-ac06-4158-b1b0-8c896b6c322c,Volkswagen,Tiguan II (AD),2016 - Present,DSG 7 (DQ500),4motion,haldex_gen5,medium,"Literally listed under haldex_gen5. [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
a00cbe28-cc47-4d8b-9724-4ab633611a9d,Volvo,C40 Recharge,2021 - Present,Single-speed EV,,dual_motor_ev,medium,"Literally listed under dual_motor_ev (""Volvo C40/XC40/EX40 Recharge AWD""). [Downgraded from high: this model has both AWD and non-AWD engine variants in the DB; transmission rows aren't linked to specific engines, so this proposal may not apply to every variant listed.]"
